0,1,2,3,4,5,6,7,8,9,10,11,12,label
-469.2393,113.367714,-67.822174,-30.88006,-19.413538,-34.02893,-0.8253281,-10.21119,-20.792847,-4.89998,-11.296019,-4.61681,3.2833138,normal
-387.16025,90.71531,-19.33813,-6.937188,-11.418326,-17.763548,1.1368915,-7.4699545,-10.850651,-9.385184,-16.0259,-3.3524463,-2.774255,normal
-456.78586,92.74515,-2.4571426,14.456327,11.13186,-8.63597,-18.023994,-13.8353405,-0.2160145,-17.72067,-28.72976,0.92370963,2.8294911,normal
-457.13226,69.32841,-23.993525,-1.012659,3.495337,-5.005812,8.517023,-2.8990433,-8.485057,-0.54630554,-7.276356,-5.789344,-2.380628,normal
-445.53714,38.818665,-0.54115075,-2.5547712,0.37109047,-0.576766,2.1718066,-1.4911301,-4.897327,-3.0048833,-4.1323423,-3.4615297,0.37172207,normal
-727.789,78.86687,-4.4517293,-13.585973,-3.6899827,-1.1721759,3.8282802,-0.8026335,-4.655609,-3.7520523,-7.133301,-6.420235,-6.7497993,normal
-801.3258,101.400505,-22.1064,-4.889071,7.6649513,-3.8612444,3.083033,9.702709,-3.723396,0.9021376,-4.9301295,-5.2469373,-1.7524298,normal
-430.45734,78.88544,-25.384144,6.314964,4.340093,-4.283899,12.705598,-5.7685513,-8.144728,1.3780273,-9.283851,-2.3631341,-0.8899066,normal
-211.40329,67.104675,-74.3761,18.805336,-10.187402,10.963645,9.098295,-8.317359,-12.336723,-11.031868,-17.233433,-6.7752485,5.558603,normal
-512.24854,63.028667,-11.433847,-8.440148,-17.022076,-9.1665535,13.696073,-2.1208208,-8.703898,-5.2562675,-14.746537,-0.6605158,11.156139,normal
-482.30994,57.142918,8.862331,0.31935334,0.7769902,-4.1785603,-5.507042,-9.825881,-12.401285,-8.134786,-4.9433413,-2.979766,-2.8665876,normal
-719.7381,73.720085,-2.3265076,49.4538,-8.434694,30.622707,-0.25739372,9.958959,1.7384813,5.195655,1.1776911,3.461964,4.922353,normal
-454.47958,104.59678,-25.437586,7.6117477,2.6663036,-19.499254,2.475116,-10.190188,-17.004961,-2.2043195,-11.332566,-7.235962,2.733747,normal
-447.409,54.413494,-18.884619,0.26589686,-1.5321398,-14.992314,-1.3924699,-6.811394,-12.196582,-1.6640842,-2.9056756,-3.3714797,-1.298674,normal
-872.6298,91.08591,9.291163,9.740138,-4.9156213,-0.9349655,-2.8238695,-3.8607948,-5.1412015,-4.3948407,-3.384543,-3.7498708,-5.216942,normal
-300.86395,118.24738,-34.07105,-0.06120473,-11.967368,-40.553497,-0.16179873,4.6555114,-5.795239,6.013434,0.30401084,1.6968337,5.5829926,normal
-514.2908,30.107225,4.825107,5.6398554,3.327367,-3.1445904,-1.7160791,-1.9940598,-3.2525768,-2.4846208,-3.0226464,-1.0445247,0.248576,normal
-414.4989,68.33946,-12.963469,9.208723,8.054238,-2.5455637,10.868307,-0.8148395,-4.8539543,2.1812463,-11.222659,-7.646893,4.5302997,normal
-401.88425,77.55475,3.8135731,-4.038643,-5.820487,-9.985457,-3.340295,-6.2690735,-6.602881,-3.775072,-8.759041,-5.6912947,-0.59612507,normal
-543.3044,49.813187,-4.7778945,8.134142,2.5915673,-0.8131828,7.4375806,-3.0102386,-3.6013782,-3.8037477,-8.811381,1.5858326,0.25635967,normal
-453.15027,107.36511,16.560629,6.054426,0.017478142,-11.50586,-1.4680123,2.1288207,0.24705848,0.61040723,-4.2022347,-5.574876,-5.300829,normal
-514.6505,129.60736,-14.627498,5.2868505,16.320528,-15.974216,-18.256819,-3.4850352,3.336136,-9.740243,-24.68205,-16.310822,-6.1714106,normal
-694.7861,109.17773,7.8517995,19.838856,2.327381,3.6789951,27.425951,-5.3339243,-15.535864,1.320015,-4.8040705,2.3912704,0.9125991,normal
-542.43463,54.806393,0.31517076,3.2357082,2.0468638,-8.625842,-2.5022008,-3.8322997,-8.6630125,-1.7249459,-0.69667417,-4.7071548,-2.984376,normal
-729.29095,61.979725,-14.443801,32.04852,-7.282688,19.509941,-10.338461,5.7583513,1.1784229,-1.9635187,6.2316456,-4.3980584,4.493856,normal
-496.5528,66.67217,-28.124352,7.8578644,-1.5158817,-6.3968844,14.762098,-8.0627,-8.264684,-0.76086015,-15.91427,-1.8781115,3.5777278,normal
-597.20624,27.521643,-11.80968,2.319257,-1.7384698,-7.529701,3.7876143,-0.6267078,-3.9622397,0.34869415,-2.558878,-1.5520432,0.3026368,normal
-488.35254,76.51284,-0.7420236,7.7978954,19.024206,6.459384,6.0753336,6.3545237,4.6508536,6.353005,3.0769267,-0.3158783,-3.059315,normal
-542.1429,29.752008,-9.562688,-3.6989036,2.215608,-2.2358327,1.3608366,1.4034716,-1.6096467,-0.95988196,-2.4130185,-1.9137387,0.21532382,normal
-433.72592,70.9258,9.722717,18.24441,-9.216435,12.207834,3.552525,-1.7752218,4.944483,-2.6180892,5.686418,2.4412801,-1.0810764,normal
-470.8026,135.89636,21.128696,15.936616,0.10724356,-19.796682,-5.9296427,-15.247532,-23.28378,-9.154043,-8.962398,-8.532575,-4.493506,normal
-1126.199,2.020409,0.15552984,0.53589594,0.37424672,0.0102543505,0.23037687,0.19000648,-0.042453382,0.13461079,0.029479375,-0.010494427,0.012612322,normal
-489.5899,39.106014,-12.707543,-3.714205,4.0949,1.4231378,3.7695816,-2.425001,-3.2499757,2.0175414,-3.2814143,-2.8715956,1.0057055,normal
-499.7764,131.34033,-58.033047,11.199564,1.3254578,-33.454544,8.435665,-10.129838,-19.712948,-3.0499527,-28.227676,-18.935127,-2.9843264,normal
-431.32657,72.00903,-23.148619,4.597116,-0.4931747,-24.38797,-5.11567,-5.3397875,-15.006003,-10.817105,-9.7690735,0.99051875,1.2848926,normal
-400.1581,87.19375,-24.156723,-7.8156233,3.783745,-13.847391,-1.2167293,-0.9117007,-14.336688,-7.953208,-3.874414,-4.2249126,0.23364241,normal
